Program,xPONENT,,MAGPIX,,,,,,,,,,,,,
DataType:,Avg Net MFI,,,,,,,,,,,,,,,
Sample,AMA1,pp28,Schisto,pp65,BSA,MSP1,HRPII,CelTos,CSP,PfGarp,,,,,,
African-Mix-Standard1,7740.5,690,-0.5,-24.5,-24,574.5,113.25,-33,-128.5,131,,,,,,
African-Mix-Standard2,4910.5,218.75,-1,-25.5,-21,139,9,-30.5,-135.5,5,,,,,,
African-Mix-Standard3,2018,39.25,-1.75,-23,-21.25,9.25,-46.75,-31,-159.75,-48.75,,,,,,
African-Mix-Standard4,760.25,-7.25,-1.5,-26,-20.5,-15.5,-50.25,-28.75,-120.5,-41,,,,,,
African-Mix-Standard5,135,-15.5,1,-16.25,-17,-13.75,-50,-24.5,-169.75,-69.75,,,,,,
African-Mix-Standard6,48.25,-10.75,3,-8,-5,-3.5,-9.75,-19,-14,-4.5,,,,,,
African-Mix-Standard7,64,-5,4,-4,-5,-10,8.75,-5,-13.75,11.25,,,,,,
Healthy-control-negative,-99.25,-27.5,-1.5,-18,-19,-24,-58.5,-29,-134.25,-59.75,,,,,,
RAM-001,8704.25,551,17.5,-35.5,-31.5,4181.5,3588.5,-41,101.5,-60,,,,,,
RAC-001-T01,422.25,1624.5,-1.5,-19,-12,-8.5,50,1,-150,-83,,,,,,
RAM-002,84.25,37,6.5,46,31,35.5,46,34,78.5,56,,,,,,
RAC-002-T01,5357.75,-17.5,-3.5,-34,-30,2480,468,-33,-230.5,-125,,,,,,
RAC-002-T07,25.25,271,-0.5,162,-35,-38.5,-109.5,-43,29459.5,-163,,,,,,
RAC-002-T08,13.25,515,-2.5,177,-35,-39.5,-105,-31,28778.5,-161,,,,,,
RAM-005,7071.25,3941.5,8.5,1028,-28,2262.5,794,260,-292.5,-136,,,,,,
RAC-005-T01,7791.25,41.5,1,3.5,19,2586.5,34,40,-182.5,-49,,,,,,
RAC-005-T08,298.25,0.5,-2.5,-27.5,-25,304,-26.5,-32,9588,-98,,,,,,
RAM-007,6872.75,-33.5,-3.5,-34,-31,4837,1996,-45,185.5,-150,,,,,,
RAC-007-T01,1986.25,2550.5,0.5,-26,-23,69.5,-47,-28.5,-222.5,-98,,,,,,
RAC-007-T07,-173.75,896.5,-2,-37,-33,-38.5,-102,-41.5,26917.5,-160,,,,,,
RAC-007-T08,-86.75,813.5,12.5,-27,-28,-29.5,-41,23,26127.5,-47,,,,,,
RAM-008,7821.25,1029.5,-3.5,-36,-31,2058.5,-105,-40,107,-125,,,,,,
RAC-008-T01,4009.25,-6.5,-2.5,-23,-16,-15.5,-67.5,-15,-154,-94,,,,,,
RAC-008-T07,273.75,-38.5,-4.5,-11.5,-34,-39.5,-95,-42.5,24750.5,-159,,,,,,
RAC-008-T08,14.75,-32.5,-5.5,99,-31,-37.5,-72,-41,6566.5,-139,,,,,,
RAM-009,7165.25,202.5,-2.5,-36,-32,3455.5,3841,-35,956.5,1566.5,,,,,,
RAC-009-T01,4821.25,-15.5,3,-18,-13,-4.5,800,-7,-231.5,-76,,,,,,
RAC-009-T07,55.75,-33.5,-2,-20,-29,-34.5,-62.5,-28,27512.5,-146,,,,,,
RAC-009-T08,-68.75,-16.5,3.5,-10,-10,-8.5,6,26,7499.5,-25,,,,,,
RAM-010,8165.25,4086.5,-4.5,-34,-31,-42.5,-125.5,-43,1713.5,-124,,,,,,
RAC-010-T01,2079.25,22,5.5,119.5,10,1.5,0,31,-143.5,-47,,,,,,
RAC-010-T07,-167.75,-30.5,-2.5,-7,-24,-24.5,-99,-31,27262.5,-119,,,,,,
RAC-010-T08,-149.75,-24.5,1.5,184,-19,-17.5,-68,-18,10094,-79,,,,,,
RAM-011,8363.25,54.5,-3.5,-28,-23.5,772,117,120,641,-118,,,,,,
RAC-011-T01,147.25,109,15.5,129,80,41.5,47,161,-13.5,-26.5,,,,,,
RAC-011-T07,-181.75,659.5,-2.5,-12,-27,-27,-85.5,-37,25426,-124,,,,,,
RAC-011-T08,-153.75,1047.5,-2.5,-17,-24,-24.5,-80,-31,10504.5,-103,,,,,,
RAM-012,-44.75,13,1,9,2,1.5,-15,-7.5,-123.5,-37,,,,,,
RAC-012-T01,196.25,153,20.5,158,86,55.5,48,192.5,-12.5,-29,,,,,,
RAC-012-T07,-147.75,-2.5,3.5,125,3,-13.5,-72,18,23431.5,-132.5,,,,,,
RAC-012-T08,-161.75,-28.5,5,-16,-22,-31.5,-86,-17,8247.5,-116.5,,,,,,
RAM-013,7238.25,-29.5,-4.5,-28,-29,4288.5,968.5,-34.5,-120.5,-109.5,,,,,,
RAC-013-T01,1441.25,119.5,0.5,64.5,107,53,42,180.5,-32.5,-66,,,,,,
RAC-013-T07,-163.25,789.5,-1.5,-5,-25.5,-31.5,-96,-15,23128.5,-143,,,,,,
RAC-013-T08,-129.75,821.5,3.5,-22,-20,-25.5,-44,-20,7179.5,-82,,,,,,
RAM-015,2294.75,-39.5,48,-36,-34,5647.5,4847,-47,-228,584.5,,,,,,
RAC-015-T01,1133.25,245.5,5,236,164.5,276.5,239.5,242.5,14,-7,,,,,,
RAC-015-T07,-43.75,8149.5,1.5,82.5,47.5,21.5,26,113,22695.5,-99.5,,,,,,
RAC-015-T08,-41.25,4542.5,2.5,8,37,17.5,3,70.5,12139.5,-72.5,,,,,,
RAM-016,6373.25,967.5,-6.5,-30,-23,1106.5,-96,-24,235,-35,,,,,,
RAC-016-T01,1644.25,1.5,-0.5,-18,-3,3993.5,76,22,-201.5,-100,,,,,,
RAC-016-T07,349.25,328.5,-2.5,21,-27,1399.5,-68,-28,23392.5,-139,,,,,,
RAC-016-T08,-0.25,2082.5,-4.5,16,-27,852,-64.5,7,7047.5,-106,,,,,,
RAM-017,7548.25,-23.5,-2.5,-33,-29,-26.5,-75,-41,-231.5,-126.5,,,,,,
RAC-017-T01,478.25,4667.5,-0.5,-22.5,-26,-26.5,-98,-35,-243.5,-112,,,,,,
RAC-017-T07,-219.75,2884.5,-3.5,-26,-33,-27.5,-115,-32,22720.5,-153,,,,,,
RAC-017-T08,72.25,1587.5,3.5,-11,-13,-10.5,-1,-13,9450.5,22.5,,,,,,
RAM-018,4798.25,185,-3.5,-38,-36,4460,-116,-45,78.5,-155,,,,,,
RAC-018-T01,101.25,1655.5,2.5,-7,-7,-10.5,-23.5,-1,-148,-55,,,,,,
RAC-018-T07,-204.75,658.5,-3.5,-31,-30.5,-34.5,-94.5,-36,23192.5,-145,,,,,,
RAC-018-T08,-182.75,867,-0.5,-29.5,-25,-30.5,-73.5,-30.5,17084.5,-123.5,,,,,,
RAM-019,8181.25,403.5,261.5,-37,-34,3203.5,-130,-47,1319,-66.5,,,,,,
RAC-019-T01,7484.25,1424.5,-3.5,-29,-23,1361.5,-97,-33,-240.5,-100.5,,,,,,
RAM-021,5048.25,704.5,-0.5,-34.5,-31,5075.5,482.5,92,2514,801,,,,,,
RAC-021-T01,980.25,15,1.5,-6,11,469.5,-21,28,-198.5,-85.5,,,,,,
RAC-021-T07,663.75,4364,-3,23.5,-29,30.5,-82,-26,18785.5,-119,,,,,,
RAC-021-T08,586.25,4873.5,3.5,-11,-17,-13.5,-52,-12.5,8196.5,-60.5,,,,,,
HCAM-001,-171.25,-36.25,-4,-30,-29,-36.75,-102,-41,-251.5,-112.5,,,,,,
,,,,,,,,,,,,,,,,
DataType:,Units,,,,,,,,,,,,,,,
Analyte:,AMA1,pp28,Schisto,pp65,BSA,MSP1,HRPII,CelTos,CSP,PfGarp,,,,,,
BeadID:,18,30,35,42,47,62,63,64,65,72,,,,,,
Units:,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
DataType:,Per Bead Count,,,,,,,,,,,,,,,
Analyte:,AMA1,pp28,Schisto,pp65,BSA,MSP1,HRPII,CelTos,CSP,PfGarp,,,,,,
BeadID:,18,30,35,42,47,62,63,64,65,72,,,,,,
Per Bead:,50,50,50,50,50,50,50,50,50,50,,,,,,
,,,,,,,,,,,,,,,,
DataType:,Dilution Factor,,,,,,,,,,,,,,,
Location,Sample,Dilution Factor,,,,,,,,,,,,,,
"1(1,A1)",Background0,,,,,,,,,,,,,,,
"2(1,B1)",African-Mix-Standard1,100,,,,,,,,,,,,,,
"3(1,C1)",African-Mix-Standard2,200,,,,,,,,,,,,,,
"4(1,D1)",African-Mix-Standard3,400,,,,,,,,,,,,,,
"5(1,E1)",African-Mix-Standard4,800,,,,,,,,,,,,,,
"6(1,F1)",African-Mix-Standard5,1600,,,,,,,,,,,,,,
"7(1,G1)",African-Mix-Standard6,3200,,,,,,,,,,,,,,
"8(1,H1)",African-Mix-Standard7,6400,,,,,,,,,,,,,,
"9(1,A2)",Background0,,,,,,,,,,,,,,,
"10(1,B2)",African-Mix-Standard1,100,,,,,,,,,,,,,,
"11(1,C2)",African-Mix-Standard2,200,,,,,,,,,,,,,,
"12(1,D2)",African-Mix-Standard3,400,,,,,,,,,,,,,,
"13(1,E2)",African-Mix-Standard4,800,,,,,,,,,,,,,,
"14(1,F2)",African-Mix-Standard5,1600,,,,,,,,,,,,,,
"15(1,G2)",African-Mix-Standard6,3200,,,,,,,,,,,,,,
"16(1,H2)",African-Mix-Standard7,6400,,,,,,,,,,,,,,
"17(1,A3)",Healthy-control-negative,100,,,,,,,,,,,,,,
"18(1,B3)",Healthy-control-negative,100,,,,,,,,,,,,,,
"19(1,C3)",RAM-001,100,,,,,,,,,,,,,,
"20(1,D3)",RAC-001-T01,100,,,,,,,,,,,,,,
"21(1,E3)",RAM-002,100,,,,,,,,,,,,,,
"22(1,F3)",RAC-002-T01,100,,,,,,,,,,,,,,
"23(1,G3)",RAC-002-T07,100,,,,,,,,,,,,,,
"24(1,H3)",RAC-002-T08,100,,,,,,,,,,,,,,
"25(1,A4)",RAM-005,100,,,,,,,,,,,,,,
"26(1,B4)",RAC-005-T01,100,,,,,,,,,,,,,,
"27(1,C4)",RAC-005-T08,100,,,,,,,,,,,,,,
"28(1,D4)",RAM-007,100,,,,,,,,,,,,,,
"29(1,E4)",RAC-007-T01,100,,,,,,,,,,,,,,
"30(1,F4)",RAC-007-T07,100,,,,,,,,,,,,,,
"31(1,G4)",RAC-007-T08,100,,,,,,,,,,,,,,
"32(1,H4)",RAM-008,100,,,,,,,,,,,,,,
"33(1,A5)",RAC-008-T01,100,,,,,,,,,,,,,,
"34(1,B5)",RAC-008-T07,100,,,,,,,,,,,,,,
"35(1,C5)",RAC-008-T08,100,,,,,,,,,,,,,,
"36(1,D5)",RAM-009,100,,,,,,,,,,,,,,
"37(1,E5)",RAC-009-T01,100,,,,,,,,,,,,,,
"38(1,F5)",RAC-009-T07,100,,,,,,,,,,,,,,
"39(1,G5)",RAC-009-T08,100,,,,,,,,,,,,,,
"40(1,H5)",RAM-010,100,,,,,,,,,,,,,,
"41(1,A6)",RAC-010-T01,100,,,,,,,,,,,,,,
"42(1,B6)",RAC-010-T07,100,,,,,,,,,,,,,,
"43(1,C6)",RAC-010-T08,100,,,,,,,,,,,,,,
"44(1,D6)",RAM-011,100,,,,,,,,,,,,,,
"45(1,E6)",RAC-011-T01,100,,,,,,,,,,,,,,
"46(1,F6)",RAC-011-T07,100,,,,,,,,,,,,,,
"47(1,G6)",RAC-011-T08,100,,,,,,,,,,,,,,
"48(1,H6)",RAM-012,100,,,,,,,,,,,,,,
"49(1,A7)",RAC-012-T01,100,,,,,,,,,,,,,,
"50(1,B7)",RAC-012-T07,100,,,,,,,,,,,,,,
"51(1,C7)",RAC-012-T08,100,,,,,,,,,,,,,,
"52(1,D7)",RAM-013,100,,,,,,,,,,,,,,
"53(1,E7)",RAC-013-T01,100,,,,,,,,,,,,,,
"54(1,F7)",RAC-013-T07,100,,,,,,,,,,,,,,
"55(1,G7)",RAC-013-T08,100,,,,,,,,,,,,,,
"56(1,H7)",RAM-015,100,,,,,,,,,,,,,,
"57(1,A8)",RAC-015-T01,100,,,,,,,,,,,,,,
"58(1,B8)",RAC-015-T07,100,,,,,,,,,,,,,,
"59(1,C8)",RAC-015-T08,100,,,,,,,,,,,,,,
"60(1,D8)",RAM-016,100,,,,,,,,,,,,,,
"61(1,E8)",RAC-016-T01,100,,,,,,,,,,,,,,
"62(1,F8)",RAC-016-T07,100,,,,,,,,,,,,,,
"63(1,G8)",RAC-016-T08,100,,,,,,,,,,,,,,
"64(1,H8)",RAM-017,100,,,,,,,,,,,,,,
"65(1,A9)",RAC-017-T01,100,,,,,,,,,,,,,,
"66(1,B9)",RAC-017-T07,100,,,,,,,,,,,,,,
"67(1,C9)",RAC-017-T08,100,,,,,,,,,,,,,,
"68(1,D9)",RAM-018,100,,,,,,,,,,,,,,
"69(1,E9)",RAC-018-T01,100,,,,,,,,,,,,,,
"70(1,F9)",RAC-018-T07,100,,,,,,,,,,,,,,
"71(1,G9)",RAC-018-T08,100,,,,,,,,,,,,,,
"72(1,H9)",RAM-019,100,,,,,,,,,,,,,,
"73(1,A10)",RAC-019-T01,100,,,,,,,,,,,,,,
"74(1,B10)",RAM-021,100,,,,,,,,,,,,,,
"75(1,C10)",RAC-021-T01,100,,,,,,,,,,,,,,
"76(1,D10)",RAC-021-T07,100,,,,,,,,,,,,,,
"77(1,E10)",RAC-021-T08,100,,,,,,,,,,,,,,
"78(1,F10)",HCAM-001,100,,,,,,,,,,,,,,
"79(1,G10)",HCAM-001,100,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
DataType:,Analysis Types,,,,,,,,,,,,,,,
Analyte:,AMA1,pp28,Schisto,pp65,BSA,MSP1,HRPII,CelTos,CSP,PfGarp,,,,,,
AnalysisType,None,None,None,None,None,None,None,None,None,None,,,,,,
,,,,,,,,,,,,,,,,
DataType:,Audit Logs,,,,,,,,,,,,,,,
UserId,Date,Message,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
DataType:,Warnings/Errors,,,,,,,,,,,,,,,
Location,Status,Message,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
-- CRC --,,,,,,,,,,,,,,,,
CRC32: AD38BA06,,,,,,,,,,,,,,,,
